Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
269,Antonin Bobichon,FRA,MF,Angers,Ligue 1,27,1995,2,0,12,0.1,0,10,10,100,0,0,31,10,0,0,80,130,61.5,1590,260,20,40,50,50,70,71.4,10,20,50,0,0,30,0,0,0,130,130,0,0,0,30,0,20,0,0,0,0,70,40,20,0,120,10,0,0,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,20,30,10,0,0,10,0,0,0,0,150,0,20,50,90,30,140,0,0,0,0,0,80,500,390,40,0,10,0,0,110,100,90.9,70,0,0,0,0,0,0,20,0,0,0,0,30,0,10,0
270,Jean-Paul Boëtius,NED,MF,Hertha BSC,Bundesliga,28,1994,7,2,252,2.8,0,1.43,1.07,75,0,0,19.6,0,0,0,30.7,41.4,74.1,641.8,241.8,10.7,13.6,78.9,13.2,17.1,77.1,6.07,8.93,68,0,1.07,3.57,0,0,4.29,41.4,38.9,2.5,1.79,0,1.79,0.71,0.36,0,0,0,0,30.4,4.29,6.79,7.5,32.5,0.71,0,0.71,30.7,0.36,0.36,2.5,0.71,1.79,0.71,0.36,0,0.36,0.36,0,0,0,0,0,0,0,0,2.14,0.71,0.71,1.43,0,0.71,1.43,50,0.71,16.4,5.36,32.6,4.29,6.79,5.36,1.43,0,0,1.43,0.71,2.86,1.79,0,54.6,2.14,11.8,33.2,13.2,1.43,52.5,0,0.71,0,0,0,28.2,140.7,58.9,1.79,0.36,0,1.07,1.43,36.8,33.2,90.3,3.93,0.71,0,0,1.07,3.21,0,0.36,0.71,0,0,0,11.8,0.36,0,100
271,Jeremie Boga,CIV,FW,Atalanta,Serie A,25,1997,3,0,51,0.6,0,1.67,1.67,100,0,0,14.8,0,0,0,33.3,40,83.3,481.7,135,21.7,23.3,92.9,11.7,11.7,100,0,3.33,0,0,3.33,0,3.33,0,5,40,40,0,0,0,3.33,3.33,3.33,0,0,0,0,33.3,1.67,5,0,40,0,0,0,33.3,0,1.67,1.67,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,1.67,16.7,5,30,3.33,10,3.33,1.67,0,0,1.67,0,0,1.67,0,60,0,6.67,25,36.7,10,60,3.33,6.67,50,5,0,53.3,590,440,16.7,6.67,5,8.33,1.67,73.3,53.3,72.7,10,0,0,0,0,1.67,0,3.33,0,0,0,0,3.33,0,3.33,0
272,Emil Bohinen,NOR,MF,Salernitana,Serie A,23,1999,2,0,22,0.2,0,10,0,0,0,0,24.6,0,0,0,15,40,37.5,280,85,5,15,33.3,10,20,50,0,0,0,0,0,0,0,0,5,40,40,0,0,0,10,0,0,0,0,0,0,30,5,5,30,5,5,0,0,15,0,15,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,15,5,33.3,10,5,0,5,0,0,5,5,10,0,0,75,10,30,25,25,0,75,0,0,0,0,0,40,270,170,5,0,0,0,0,25,25,100,0,0,0,0,0,0,0,0,5,0,0,0,25,0,5,0
273,Quentin Boisgard,FRA,MF,Lorient,Ligue 1,25,1997,4,1,164,1.8,0.56,3.33,1.67,50,0.17,0.33,18.5,0,0,0,41.1,48.9,84.1,563.9,142.8,27.8,30.6,90.9,9.44,11.1,85,3.33,6.67,50,0,1.67,4.44,2.22,0.56,4.44,48.9,46.1,2.78,0.56,0,9.44,0.56,2.22,2.22,0.56,1.67,0,38.3,4.44,6.11,2.22,43.3,2.22,0,0,41.1,0,0.56,1.11,0,5,5,0,0,0,0,0,0.56,0.56,0,0,0,0,0,1.67,1.11,0.56,1.11,0,1.11,1.11,100,0,17.2,5.56,32.3,2.22,10.6,4.44,2.22,0.56,0,1.67,2.22,3.89,1.11,0,63.3,1.11,9.44,30.6,27.2,6.11,60.6,0.56,2.22,25,1.67,0,43.9,225,138.3,8.33,1.67,1.11,1.67,1.67,46.1,42.2,91.6,7.78,0.56,0,0,1.67,1.11,0,2.22,1.11,0,0,0,10.6,1.11,0,100
274,Willy Boly,CIV,DF,Nott'ham Forest,Premier League,31,1991,1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,22.9,32.9,69.6,521.4,210,5.71,8.57,66.7,11.4,14.3,80,5.71,10,57.1,0,0,0,0,0,1.43,32.9,31.4,1.43,0,0,1.43,0,0,0,0,0,0,20,2.86,10,1.43,27.1,2.86,1.43,0,22.9,0,1.43,1.43,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,1.43,2.86,1.43,0,2.86,4.29,66.7,1.43,14.3,1.43,10,5.71,8.57,0,0,0,0,0,0,4.29,8.57,0,45.7,12.9,35.7,14.3,0,0,44.3,0,0,0,0,0,22.9,164.3,98.6,0,0,0,0,0,25.7,25.7,100,0,1.43,0,0,1.43,1.43,0,0,1.43,0,0,0,5.71,1.43,1.43,50
275,Giacomo Bonaventura,ITA,MF,Fiorentina,Serie A,33,1989,9,8,696,7.7,0.13,2.6,0.39,15,0.05,0.33,19.8,0.13,0,0,36.2,41.9,86.4,664,130.6,15.8,16.9,93.8,14.9,17,87.8,4.68,6.1,76.6,0,0.91,4.03,1.3,0.52,2.99,41.9,40.6,1.3,0.65,0,7.79,1.17,1.43,0,0,0,0,31.4,4.55,5.97,11.3,28.6,1.04,0.39,0.13,36.2,0,0.39,1.17,0.78,2.47,1.17,0.13,0.26,0.26,0.52,0.13,0.26,0.13,0,0,0,0.13,0,1.95,1.69,1.04,0.65,0.26,0.65,1.17,55.6,0.52,11.2,3.9,34.9,2.86,4.16,4.16,1.56,0,0,1.56,1.82,3.77,0.26,0,54,0.91,8.57,28.7,20.8,3.25,53.1,1.04,1.56,66.7,1.17,0.26,40,223.2,123,7.14,2.08,0.65,1.17,1.17,42.6,37.8,88.7,4.42,0.39,0,0,0.78,2.08,0.13,1.43,1.69,0.13,0,0,8.7,0.65,1.17,35.7
276,Federico Bonazzoli,ITA,FW,Salernitana,Serie A,25,1997,11,7,600,6.7,0.15,2.84,0.9,31.6,0.05,0.17,16.3,0.15,0,0,19.9,25.4,78.2,396.4,80,9.1,10.6,85.9,6.72,8.36,80.4,3.58,4.63,77.4,0.15,0.9,1.94,0.75,0,1.94,25.4,23.3,2.09,0.15,0,4.18,1.49,0.15,0,0,0,0,18.1,3.58,3.73,21.3,3.58,0.15,0,0.15,19.9,0.15,0.3,1.04,1.49,1.94,1.49,0,0.15,0.3,0,0,0.15,0.15,0,0,0,0,0,0.15,0,0,0,0.15,0,1.04,0,1.04,7.76,1.49,19.2,1.34,3.88,2.54,0.3,0,0,0.3,0.75,0.9,0,0,36.3,0.15,2.84,17.5,18.4,3.58,34.2,1.19,1.64,72.7,1.19,0,26.3,106.9,42.1,2.09,0.9,0.45,4.03,1.04,40.7,28.2,69.2,9.25,0.15,0,0,0.75,1.49,0.45,0.15,0,0,0,0,3.73,0.3,2.39,11.1
277,Warren Bondo,FRA,MF,Monza,Serie A,19,2003,2,0,32,0.4,0,0,0,0,0,0,0,0,0,0,60,62.5,96,1072.5,170,30,30,100,22.5,22.5,100,7.5,7.5,100,0,2.5,5,0,0,0,62.5,57.5,5,5,0,5,0,0,0,0,0,0,60,0,2.5,5,57.5,0,0,0,60,0,0,0,2.5,7.5,0,2.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,17.5,0,0,0,15,2.5,0,0,0,0,0,0,2.5,0,72.5,0,5,52.5,20,0,72.5,2.5,5,50,2.5,0,67.5,540,255,12.5,2.5,0,0,2.5,65,65,100,2.5,2.5,0,0,2.5,10,0,0,0,0,0,0,5,2.5,0,100
278,Theo Bongonda,COD,MF,Cádiz,La Liga,26,1995,6,3,275,3.1,0,0.97,0,0,0,0,20.3,0,0,0,17.7,22.9,77.5,291.9,87.4,9.68,11.3,85.7,6.77,8.71,77.8,0.97,2.26,42.9,0,0.32,0.32,0.65,0.65,1.29,22.9,21.3,1.61,0.32,0,2.58,0.32,1.94,1.29,0.65,0,0,16.5,3.55,2.9,16.1,4.84,0.65,0,0.32,17.7,0.32,0.32,0,0.97,0.65,0.65,0,0,0,0,0,0.32,0.32,0,0,0,0,0,0.65,0.32,0,0.32,0.32,0,0.97,0,0.97,8.71,1.94,22.2,1.29,3.87,3.55,0.65,0,0,0.65,0.97,1.61,0.32,0,34.5,0.32,5.16,15.8,17.1,1.94,32.9,1.29,3.55,36.4,1.29,0,24.2,105.2,63.9,4.19,1.61,0.32,2.26,1.61,31,23.5,76,3.55,0,0,0,0,1.94,0.32,1.94,0.32,0,0,0,5.16,1.29,1.29,50
279,Kevin Bonifazi,ITA,DF,Bologna,Serie A,26,1996,7,4,416,4.6,0,0.43,0,0,0,0,10,0,0,0,38.5,44.8,85.9,879.8,266.1,10.2,10.9,94,19.3,21.5,89.9,8.7,11.7,74.1,0,0.22,2.61,0,0,2.61,44.8,43.5,1.3,1.3,0,3.7,2.17,0.22,0,0,0,0,33.3,5.43,6.09,15.7,27.6,1.09,0,0,38.5,0,1.09,0.22,0.22,0.53,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.43,0.43,0.43,0,0.43,1.09,40,0.65,7.39,3.26,44.1,3.7,3.7,0,1.74,0.87,0,0.87,1.3,2.17,3.48,0,54.1,9.78,31.7,23.7,1.96,0.65,52.8,0,0,0,0,0,37,183,81.1,1.74,0.43,0,1.52,0.87,37.2,36.5,98.2,0,0.22,0,0,0.87,0,0.22,0.22,0.43,0,0,0,8.7,0.65,1.74,27.3
280,Leonardo Bonucci,ITA,DF,Juventus,Serie A,35,1987,7,5,503,5.6,0.18,0.18,0.18,100,1,1,20,0,0,0.18,43.8,51.1,85.7,1051.4,382.3,7.14,7.86,90.9,24.3,26.3,92.5,10.9,15.5,70.1,0,0.18,3.39,0.36,0,2.86,51.1,46.8,4.29,1.61,0.18,2.68,1.79,0,0,0,0,0,36.8,3.75,10.5,12,35.7,1.43,0,0.54,43.8,0.18,0.89,0.36,0.36,0.89,0.54,0,0,0.18,0,0.18,0.18,0,0,0,0.18,0,0,0.36,0.18,0.18,0.18,0,0.18,0.54,33.3,0.36,4.11,1.25,30.4,1.61,2.32,0.18,1.61,0.89,0,0.71,1.43,1.79,3.75,0,58.4,10.5,33.2,27.9,0.54,0.36,54.3,0.18,0.18,100,0.18,0,35.9,150,72.1,0.89,0.18,0,0.18,0,38.2,38.2,100,0,0,0,0,1.07,0.36,0.18,0,0.18,0,0,0,8.57,1.96,1.61,55
281,Neto Borges,BRA,DF,Clermont Foot,Ligue 1,26,1996,11,11,918,10.2,0,0.78,0,0,0,0,17.5,0,0,0,38.6,49.4,78.2,635.4,253.5,19.3,21.2,91.2,16,20.4,78.4,2.65,5.1,51.9,0,1.47,1.76,2.35,0.88,4.02,49.4,40.7,8.73,0.39,0,3.14,0.29,3.14,0,0,0,0,30.4,9.71,9.31,36.4,2.16,2.25,8.33,0,38.6,0,0.78,1.76,2.16,2.75,2.55,0,0,0,0,0.2,0,0,0,0,0,0,0,2.84,1.37,1.67,1.08,0.1,1.27,1.96,65,0.69,10.4,2.35,22.6,4.02,4.51,1.86,2.06,0.49,0,1.57,2.55,5.39,1.86,0,62.5,2.84,16.4,28,21.5,2.35,54.1,1.37,2.55,53.8,1.57,0,38.1,156.2,96.8,5.2,1.27,0.69,1.18,0.98,41.4,36.8,88.9,3.04,0.2,0.1,0.1,0.59,1.57,0.2,3.14,1.37,0,0.1,0,6.96,0.88,0.88,50
282,Yvandro Borges Sanches,LUX,MFFW,M'Gladbach,Bundesliga,18,2004,2,0,22,0.2,0,5,0,0,0,0,38,0,0,0,25,35,71.4,385,165,10,10,100,5,10,50,5,10,50,0,0,0,5,5,0,35,35,0,0,0,10,0,10,0,0,0,0,25,0,10,10,25,0,0,0,25,0,5,0,0,10,0,0,5,0,0,5,0,0,0,0,0,0,0,10,10,5,5,0,10,10,100,0,50,25,50,10,30,10,0,0,0,0,0,10,0,0,70,5,15,30,35,0,70,10,15,66.7,15,0,60,185,155,5,5,0,0,15,45,40,88.9,10,0,0,0,5,0,0,10,10,0,0,0,15,0,5,0
283,Sebastiaan Bornauw,BEL,DF,Wolfsburg,Bundesliga,23,1999,6,5,365,4.1,0,0,0,0,0,0,0,0,0,0,42.7,52.9,80.6,961.7,297.3,10.7,11.7,91.7,21.2,24.4,87,9.51,14.4,66.1,0,0,2.2,0,0,3.66,52.9,50.7,2.2,0.73,0,3.17,2.2,0.49,0,0,0,0,37.8,4.15,11,4.88,42.2,2.93,1.46,0.24,42.7,0,0.49,1.46,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0.98,0.98,0.24,0.24,0.98,1.71,57.1,0.73,5.61,2.2,39.1,2.44,2.2,0.98,2.2,0.98,0,1.22,0.73,2.2,3.9,0.24,62,8.05,29.3,30.2,4.88,0.49,59.8,0,0,0,0,0,36.8,139.3,62.2,0.49,0.49,0,0.49,0.24,42,41.5,98.8,0.24,0.24,0,0,1.22,0,0,0.49,0.98,0,0,0,8.54,2.44,0.73,76.9
284,Rafael Borré,COL,FW,Eint Frankfurt,Bundesliga,27,1995,11,4,364,4,0.25,2.25,0.5,22.2,0,0,15.4,0,0.25,0.25,21.8,29.5,73.7,362.3,63.3,11.5,14,82.1,7.5,10,75,2.25,3.75,60,0.25,0.75,1.5,0.25,0,1.75,29.5,27.8,1.75,0,0,7.25,0.75,0.75,0,0,0,0,18.3,6.25,5,2,24.5,1.75,0.25,0.75,21.8,0,0.5,1,0.5,1.75,1.5,0,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0.5,0,0.5,23.8,6.75,28.4,2.5,6.75,14.5,0.75,0.25,0,0.5,0.5,0.75,1,0,42,1.25,5.25,19.5,19,5.5,40,1.5,2.75,54.5,1.75,0.75,31.5,107.5,30,1.25,0.75,0.25,4.5,1,47.3,30.3,64,7,0,0,0,1.75,1.25,2.25,0.75,0.25,0,0,0,6.75,0.75,4.75,13.6
285,Erik Botheim,NOR,FW,Salernitana,Serie A,22,2000,10,2,262,2.9,0.34,1.38,0.34,25,0.25,1,14.3,0,0,0,14.1,22.8,62.1,196.2,48.3,9.31,12.8,73,3.45,5.86,58.8,0.69,1.03,66.7,0.34,1.03,1.03,0.69,0,1.38,22.8,22.1,0.69,0,0,8.28,0,0.34,0,0,0,0,11.4,6.9,4.48,2.07,14.5,2.76,0,0.34,14.1,0.34,1.03,0.69,1.72,2.76,1.72,0,0,0.34,0.34,0.34,0.34,0.34,0,0,0,0,0,1.03,1.03,0,0.34,0.69,0.34,0.69,50,0.34,11.7,3.1,26.5,1.03,4.83,5.86,0.69,0.34,0,0.34,0,1.03,0.34,0,32.8,0.34,1.72,14.1,19,3.45,32.1,0.69,0.69,100,0.69,0,19,95.9,47.6,2.41,0.34,0,3.45,1.72,42.8,25.2,58.9,11.4,0.34,0,0,2.41,2.41,0,0.34,1.03,0,0,0,4.48,3.79,3.1,55
286,Sven Botman,NED,DF,Newcastle Utd,Premier League,22,2000,10,9,811,9,0,0.78,0.22,28.6,0,0,10,0,0,0,42,48.6,86.5,950.8,278.2,10.7,12,88.9,22.7,24.9,91.1,8.22,10.9,75.5,0,0.78,1.78,0.11,0,2.22,48.6,47.2,1.33,0.78,0,4.44,2,0.11,0,0,0,0,35.6,3.33,9.67,31.9,10.1,3.89,0.22,0,42,0.33,0.78,0.56,0.22,1.22,1,0,0,0.22,0,0,0.11,0,0,0,0.11,0,0,1.11,0.67,0.78,0.33,0,0.33,0.67,50,0.33,6,2.89,48.1,3.33,2.22,0.44,1.89,0.67,0,1.22,0.56,1.67,4.33,0.11,57.6,11.1,34.6,22.6,4,2.44,56.2,0,0,0,0,0,32.7,172.7,87.7,0.67,0.22,0,0.11,0,38.3,37.8,98.6,0.11,0,0,0,0.44,0.22,0,0.11,0.67,0,0,0,9.44,3,1.22,71.1
287,Kenji-Van Boto,MAD,DF,Auxerre,Ligue 1,26,1996,1,1,90,1,0,1,0,0,0,0,29.2,0,0,0,23,30,76.7,396,213,13,14,92.9,8,9,88.9,2,4,50,0,0,2,0,0,1,30,26,4,2,0,4,0,2,0,0,0,0,19,5,6,17,9,1,2,0,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,7,2,28.6,4,2,1,0,0,0,0,1,2,2,0,37,3,16,17,9,1,34,0,0,0,0,0,24,131,84,4,2,0,1,1,26,25,96.2,4,0,0,0,1,1,0,2,1,0,0,0,3,1,0,100
288,Kouamé Botué,BFA,FW,Ajaccio,Ligue 1,20,2002,4,2,163,1.8,0,3.33,0,0,0,0,14.1,0,0,0,11.7,18.9,61.8,123.9,42.8,8.33,13.9,60,1.67,2.78,60,0,0,0,0,0.56,1.67,0.56,0,1.11,18.9,18.9,0,0,0,6.11,0,0.56,0,0,0,0,10,5,3.89,1.67,11.1,3.33,0,0,11.7,0,0.56,0.56,0.56,3.89,1.67,0,0,0.56,1.67,0,0,0,0,0,0,0,0,1.11,0,0.56,0.56,0,0,0.56,0,0.56,13.3,2.22,16.7,0.56,6.11,6.67,0.56,0,0,0.56,0,1.11,0.56,0,33.9,0,2.22,13.3,20,5.56,33.9,0.56,0.56,100,0.56,0,16.1,118.3,50.6,1.67,0,0.56,2.78,2.22,44.4,22.8,51.3,5.56,0,0,0,2.22,2.78,0,0.56,0,0,0,0,6.11,5,7.78,39.1
289,Hicham Boudaoui,ALG,MF,Nice,Ligue 1,23,1999,3,0,94,1,0,0,0,0,0,0,0,0,0,0,33,37,89.2,492,104,13,16,81.3,17,17,100,1,1,100,0,0,3,0,0,3,37,35,2,2,0,7,0,1,0,0,0,0,30,5,2,3,29,2,0,1,33,0,0,0,1,1.43,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,2,2,100,0,16,3,18.8,7,6,3,1,0,0,1,2,6,0,0,47,0,7,30,12,1,45,0,2,0,0,0,33,137,69,2,1,1,0,1,37,34,91.9,2,0,0,0,1,4,0,1,3,0,0,0,3,2,1,66.7
290,Sofiane Boufal,MAR,FWMF,Angers,Ligue 1,29,1993,11,8,715,7.9,0.38,2.66,0.89,33.3,0.05,0.14,21.4,0.63,0.25,0.25,36.5,47.5,76.8,588.2,156.2,19.5,22.8,85.6,13,16.5,79.2,3.16,6.2,51,0.38,2.78,2.91,1.14,0.25,3.54,47.5,43.4,4.05,1.01,0.13,6.2,2.28,2.91,1.65,1.01,0,0.13,37.2,4.18,6.08,10.6,34.1,0.63,1.01,1.01,36.5,0.25,0.76,2.15,1.39,5.95,3.67,0.38,1.14,0.13,0.63,0,0.63,0.25,0.13,0.13,0,0.13,0,0.89,0.89,0.51,0.25,0.13,0.13,1.27,10,1.14,13.9,4.18,30,3.04,6.2,4.68,0.51,0,0,0.51,0.38,1.27,0.13,0,62.2,0.13,4.94,31.4,30.9,4.94,58.1,3.8,7.47,50.8,4.3,0.63,49.5,239.2,136.6,8.48,1.65,1.27,3.16,1.52,58,50,86.2,7.59,0.38,0.13,0.13,2.53,2.03,0.25,2.91,0.89,0.13,0,0,5.19,0.13,1.9,6.3
291,Wassim Boullif,ESP,DF,Espanyol,La Liga,17,2005,2,0,34,0.4,0,0,0,0,0,0,0,0,0,0,5,10,50,62.5,25,2.5,2.5,100,2.5,5,50,0,2.5,0,0,0,0,0,0,0,10,10,0,0,0,2.5,0,0,0,0,0,0,2.5,0,7.5,2.5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,2.5,33.3,0,5,2.5,0,0,0,0,0,0,0,0,10,2.5,2.5,7.5,0,0,10,0,0,0,0,0,7.5,67.5,30,0,0,0,0,0,7.5,7.5,100,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,2.5,2.5,50
292,Yassine Bounou,MAR,GK,Sevilla,La Liga,31,1991,10,10,855,9.5,0,0,0,0,0,0,0,0,0,0,27.2,37.2,73.1,796.2,408.2,3.47,3.47,100,13.5,13.7,98.5,10,19.8,50.5,0,0,0.21,0,0,0,37.2,27.3,9.89,2.21,0,4,1.47,0,0,0,0,0,20.5,1.89,14.7,25.3,6.21,0,0,3.79,27.2,0,2,0.21,0.11,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.32,0.21,0.11,50,0.21,0,0,0,0,0,0,0,0,0.11,0,40.4,34.2,40.1,0.32,0,0,30.6,0,0,0,0,0,20.6,89.6,35.2,0,0,0,0,0,20.3,20.2,99.5,0,0.11,0,0,0,0.11,0,0,0,0,0,0,4.42,0,0,0
293,Ismaëlben Boura,FRA,DF,Lens,Ligue 1,22,2000,4,0,54,0.6,0,3.33,1.67,50,0,0,29.2,0,0,0,46.7,58.3,80,656.7,228.3,28.3,35,81,18.3,20,91.7,0,1.67,0,0,1.67,1.67,1.67,1.67,1.67,58.3,48.3,10,0,0,1.67,0,1.67,0,0,0,0,40,8.33,10,40,6.67,1.67,10,0,46.7,0,0,1.67,5,1.67,1.67,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,3.33,0,0,1.67,1.67,100,0,13.3,5,37.5,5,5,3.33,3.33,1.67,0,1.67,3.33,6.67,1.67,0,86.7,5,21.7,45,21.7,1.67,76.7,1.67,6.67,25,3.33,0,53.3,243.3,168.3,8.33,0,1.67,6.67,0,53.3,48.3,90.6,3.33,0,0,0,0,5,0,1.67,0,0,0,0,15,1.67,1.67,50
294,Mehdi Bourabia,MAR,MF,Spezia,Serie A,31,1991,11,11,900,10,0,0.7,0,0,0,0,28.3,0.1,0,0,40.4,49.7,81.3,716.1,208.5,17.7,19.8,89.4,17.8,20.2,88.1,3.7,7.4,50,0,1.2,3.9,1,0,4.8,49.7,47.5,2.2,1.3,0.1,5.9,0.8,0.4,0.7,0.6,0,0.1,36,3.6,10.1,8.2,39,0.8,0.2,0.3,40.4,0.5,0.9,1.3,1.2,2.4,1.8,0.2,0.2,0.1,0,0.1,0.3,0.3,0,0,0,0,0,2.4,1.7,0.9,1.2,0.3,0.9,1.8,50,0.9,13.7,4.2,30.7,4.4,7.4,1.9,2,0.6,0,1.4,2.9,5.3,1.9,0,62.1,4.4,20.5,34.5,10.7,0.1,59.9,1.9,2.6,73.1,2.1,0.1,39.4,150.5,84.5,3.7,1.1,0,1,0.8,39.3,37.4,95.2,0.7,0,0,0,1.6,0.7,0.1,0.4,1.7,0,0,0,11.3,1.3,0.8,61.9
295,Benjamin Bourigeaud,FRA,MFFW,Rennes,Ligue 1,28,1994,12,12,914,10.2,0,1.47,0.39,26.7,0,0,19.3,0.39,0,0,41.6,56.4,73.7,798,302.4,17.2,20.8,82.5,18.3,23.1,79.2,5.88,11.2,52.6,0.29,3.63,3.73,4.22,0.39,7.65,56.4,49.7,6.67,1.18,0.29,4.22,1.86,2.84,4.12,1.57,1.86,0,37.1,8.14,11.2,5.29,47.5,2.16,1.37,0,41.6,0.39,1.08,2.65,1.86,5.78,3.53,1.76,0,0.39,0.1,0,0.69,0.59,0,0,0.1,0,0,1.08,0.69,0.49,0.59,0,0.69,1.76,38.9,1.08,12.6,3.33,26.4,2.35,6.96,3.33,1.27,0,0,1.27,1.67,2.75,0.69,0,65.4,1.18,5.88,31.1,31.7,2.45,58.5,0.29,0.78,37.5,0.29,0,40.8,159.2,94.2,5.69,2.25,0.1,1.27,0.39,52.9,47.5,89.8,6.37,0,0,0,1.08,0.49,0,2.84,0.69,0,0,0,4.71,0.2,0.98,16.7
296,Edoardo Bove,ITA,MF,Roma,Serie A,20,2002,4,0,29,0.3,0,6.67,3.33,50,0,0,13.7,0,0,0,30,43.3,69.2,500,170,16.7,23.3,71.4,6.67,10,66.7,3.33,6.67,50,0,0,0,3.33,0,6.67,43.3,36.7,6.67,0,0,6.67,3.33,0,6.67,0,0,0,33.3,3.33,6.67,0,40,0,0,0,30,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,3.33,3.33,3.33,3.33,100,0,53.3,13.3,25,36.7,6.67,10,6.67,0,0,6.67,0,6.67,3.33,0,80,3.33,23.3,30,30,6.67,73.3,0,0,0,0,0,20,100,83.3,0,0,0,0,3.33,33.3,23.3,70,3.33,0,0,0,6.67,0,0,0,6.67,0,0,0,23.3,3.33,0,100
297,Jarrod Bowen,ENG,FWMF,West Ham,Premier League,25,1996,11,11,983,10.9,0.18,2.39,0.37,15.4,0.04,0.25,16.7,0,0.09,0.18,17.2,25,69.1,297.7,75.3,7.98,9.72,82.1,6.7,8.44,79.3,2.02,4.77,42.3,0,1.47,1.1,0.83,0.18,1.47,25,21.7,3.21,0.55,0,4.59,1.56,1.56,2.2,1.93,0,0.09,17.2,3.03,4.77,17.9,5.14,0.55,0.09,0.55,17.2,0,0.37,0.92,1.74,2.94,1.47,0.37,0.18,0.64,0.28,0,0.18,0,0,0,0.18,0,0,1.65,0.92,0.46,0.64,0.55,0.55,1.38,40,0.83,13.7,3.58,26.2,3.12,4.59,5.96,1.38,0.55,0,0.83,1.28,2.94,0.73,0,38.4,1.19,5.78,14.4,21.3,5.23,35.3,0.55,1.56,35.3,0.55,0.18,25.1,147.3,58.3,3.12,0.55,1.1,1.56,1.93,36.7,23.5,64,6.15,0,0,0,0.55,2.29,0.28,1.56,0.92,0.09,0,0,5.6,1.1,2.11,34.3
